transaction_id,items
1727,item_H01|banana|item_K03|item_T01|item_I02|item_O04|item_S04|item_L05
1728,bread|item_I02|item_H01|item_R05|item_J05|item_J04|item_L04|item_P01|item_A05|item_G02
1729,item_R04|item_T01|item_P03|item_O03|item_H03|item_A01|item_M04|apple|milk|item_R05
1730,item_E03|item_E02|item_G03|item_L01|item_B01|coffee
1731,apple|item_C04|item_S01|item_M01|item_L01|item_E03|item_G03|item_D02|item_H03|cheese
1732,item_I02|item_F05|item_B03|item_H02
1733,item_J05|item_N03|item_R03|item_A02|item_G03|item_J03|item_T04|item_H03
1734,item_S05|item_I01|item_L04|item_A05|item_Q04|eggs|item_R01|bread|item_K03
1735,banana|item_R01|item_T01|item_S01
1736,item_C02|item_S05|item_J03
1737,item_M01|item_M04|juice|item_O01|item_B03|item_M05|item_L01|apple
1738,item_A02|pasta|item_R01
1739,item_K03|item_H05|item_Q01|item_S01|item_O03|item_S05|oil|item_C04
1740,item_C04|item_G01|item_S01|item_D01
1741,item_H04|juice|beef|item_J03|item_F03|item_L05|item_F04|item_L03|oil|item_K03
1742,item_S01|item_T02|item_B05|item_D05|item_L01|item_E04|item_M04|item_A03|item_R04
1743,item_D01|item_C05|item_N01|item_R05|tomato|item_E04|item_T03|item_I02|sugar|item_N04
1744,item_N01|item_G04|item_T03|item_H04
1745,item_K03|item_C03|item_Q02
1746,item_R01|item_M05|item_D01
1747,tea|item_O02|item_M02|item_I05|item_R01|sugar|item_D03
1748,item_C02|item_I05|item_L04|onion
1749,item_C05|garlic|item_E01|banana|apple|coffee|item_N01|item_R02|fish
1750,item_T02|item_F02|item_N04
1751,item_A05|item_R01|item_D02|item_A01|item_A02|item_T05|fish|item_O04|orange|sugar
1752,item_L03|item_D05|item_B02|item_B04|apple|item_Q04|item_K04|item_A05
1753,item_K03|item_G02|item_L01|item_S01|garlic|tomato|item_D03
1754,item_O03|banana|bread|item_O04|item_Q01|item_P05|item_P03|item_B02|item_L02
1755,item_I04|item_H03|item_A04|item_A05|item_Q04|item_L04|item_R04|item_M04
1756,item_H03|item_J04|item_K02
1757,item_B04|item_K03|apple|item_D04|item_L04|item_S02|item_R03|item_N04
1758,item_B05|item_Q04|juice|item_B04
1759,item_L05|item_S01|item_L01|item_B05|pasta|item_I02|item_M01
1760,apple|item_L04|item_K03|chicken|item_I03|item_T03|tea|item_T01
1761,item_S03|item_H05|chips|item_B01|item_G02|item_P03|item_D01|item_E05
1762,item_K01|item_H04|beef|item_L04|item_B01|cheese|item_S04|item_R03|item_N02|item_T05
1763,item_E01|item_B04|item_L02|item_H01|banana|item_B02
1764,item_K05|item_J03|beef|milk
1765,item_R04|eggs|orange|item_M02
1766,item_P05|item_C02|item_L01
1767,item_L05|item_Q02|item_M01|item_J02
1768,item_L02|item_S01|item_Q03|item_B01
1769,item_T01|item_Q03|item_L05|item_E04|item_N01|item_K05|item_F01|item_Q02|item_B04|item_K03
1770,garlic|item_E03|item_H04|item_T05|item_P02|item_A03
1771,item_B01|item_M03|item_F03|item_P04|beef
1772,item_S04|item_J01|item_O02
1773,item_Q03|item_T03|item_D02|item_G01|tea|item_R04|item_A01|item_I02|item_F03|item_H03
1774,item_R03|item_B04|item_T05|item_F05
1775,item_I01|item_A05|item_B05
1776,item_H03|item_C01|garlic|item_M05|item_K01
1777,eggs|item_B03|cheese|item_S03|item_A03|item_T02
1778,item_J02|item_R01|item_D03|item_M02
1779,item_S03|item_Q04|item_C02|item_E01|item_P01|item_L01|item_N02|item_N03|tea
1780,item_B04|beef|rice|item_C01|item_K01|salt
1781,item_C03|item_S04|item_I04|item_P05|item_D04|item_T01|item_K04|chicken
1782,item_M03|item_Q04|item_E01|item_T03|fish|chips|item_C03|item_I04|coffee|item_N01
1783,item_L02|orange|pasta
1784,pasta|item_T02|item_N03|item_I04|item_S01|item_O03
1785,item_S03|item_Q01|item_A02|item_K05|item_O03|item_B04
1786,item_F05|item_Q05|item_L05
1787,item_P03|item_K03|item_E05|oil
1788,item_Q05|item_F02|item_C01|juice
1789,sugar|item_L03|item_G01|tea|item_M04|item_I01|item_E05|item_I04
1790,item_P05|item_R05|item_Q04|juice|item_M04|item_P01|item_Q02
1791,item_F01|banana|item_H01|item_F05|item_R04
1792,tea|eggs|item_E01|salt|item_H01|item_S05|garlic|item_A01|item_D03|sugar
1793,item_A01|item_D03|item_L01|item_G04|item_T04|item_D05|item_C01
1794,item_K03|chips|item_C01|item_T02|item_F03|item_M01|item_P02|salt|item_H03|item_A03
1795,item_S02|item_S04|item_I02
1796,sugar|chips|item_D02
1797,item_S03|banana|item_H04|item_F02|item_F04|item_O01|item_A01
1798,item_Q03|item_D05|item_G04|item_N05|item_G01
1799,item_O04|item_T04|item_B03|item_E05|item_K04|item_M02|item_A04|item_K01|item_P03|item_E02
1800,item_T02|item_L04|juice|item_A05|item_K01|item_S01|item_J04
1801,item_A05|item_Q05|item_S04|item_Q01
1802,item_F01|chips|item_R04|coffee|item_K03|garlic|item_E03|item_G02|item_T04|item_O03
1803,item_G05|item_O04|item_R01
1804,item_S02|item_M05|coffee
1805,item_P03|item_L01|coffee|item_C01|item_T05|item_T03|item_I03|item_D03|beef
1806,item_S04|tomato|beef|item_O02|item_G03|item_T02|item_R01|item_D05
1807,item_H05|item_L02|item_O05|tea|item_M05|oil|item_D01|item_K05
1808,item_B05|item_T05|chips|item_C04|item_D04|coffee|banana|item_H01|item_B04
1809,item_J03|fish|item_A05|item_K01|item_S05|item_L02
1810,item_E02|item_I05|item_M02|item_G04|item_D01|item_R03|item_A02|chips
1811,item_B05|item_B04|item_A01|milk|item_I05|item_L05|item_O05|item_G05|pasta|item_T04
1812,item_E03|item_R02|item_M01|item_O05|item_A02|fish|item_O01|item_P05|salt|item_J01
1813,item_E03|item_I05|yogurt|item_P01
1814,butter|eggs|item_M01|item_P03|item_D03|item_T03|item_A04|item_Q02|item_T01|item_G04
1815,item_B01|butter|item_L02|item_S05|chicken|item_T03|item_L03|item_A01|item_J02
1816,item_A04|item_O01|item_R04|item_G01|eggs|item_C02|item_S05|item_G03|item_C03|item_E03
1817,item_B05|item_O03|item_C04|item_J02|item_J03|item_T05|item_K02|item_B02
1818,item_P05|item_C03|item_K03|item_O01|item_F02|item_A02|rice
1819,onion|item_O02|item_Q02|item_L01|tomato|item_I02|garlic|item_K01|item_C03
1820,item_F04|item_C03|banana|item_E03|item_S04|item_D01|item_E04
1821,item_A01|item_H02|item_T01|item_M05|item_B04|item_R04|item_I04
1822,item_F02|eggs|item_J03|item_G05|item_K02|item_Q01|item_M01|item_J04|item_E05
1823,fish|item_C05|item_I02|item_D04|item_S03|item_L05|yogurt|item_H03
1824,item_O04|tea|eggs|oil|item_Q05|tomato|item_Q03|onion|item_P02
1825,item_C01|item_L03|juice
1826,chips|item_A02|item_O04|item_T05|item_S05|beef|item_R01|item_B02|tomato
1827,item_I03|item_K02|item_T02|item_F01|banana|item_T01|item_B02|item_N03|tomato|item_O02
1828,item_O02|item_I02|orange|item_A02
1829,item_R02|item_A04|item_I02|item_F04|item_I05
1830,item_R05|salt|item_M05
1831,item_K03|item_J05|item_L05|apple|item_N02
1832,item_R03|item_A03|item_N05|item_S05|item_Q03|item_A02
1833,item_D02|item_L04|coffee
1834,oil|item_S01|item_Q05|item_Q01
1835,item_I03|item_T05|item_T01|item_M05|pasta|yogurt|item_K02|item_B02|item_C03|garlic
1836,item_H01|item_O02|item_N02|item_B02|cheese|item_L01|item_E03|item_C04|item_H03|item_H02
1837,item_F02|item_O01|coffee|salt|item_B02|item_C01|item_E04|item_C05|bread
1838,item_J04|item_S03|apple|item_R05|onion|item_F05
1839,item_E05|item_M05|item_C03|item_E04|item_Q01|tea|item_O02|item_F03|item_H05|orange
1840,item_K04|item_H03|item_J01|sugar|item_M02|item_Q05|apple
1841,item_L05|item_J04|item_T02|item_N04|item_O03|item_F05|fish|item_S02|item_B05|item_F04
1842,milk|item_Q02|item_F01|item_J03|item_G05|item_Q04|item_G04|item_I04|item_B03|item_N01
1843,tea|item_E05|item_B01|rice|salt|item_L04|banana|onion|item_O05|item_G02
1844,item_M05|item_S04|item_B05
1845,item_S05|item_A02|item_T02|item_I05|item_C03|item_T01|tea
1846,item_G05|item_M03|item_A04|item_N02|item_R04|item_A01|fish|item_J05|item_H01
1847,yogurt|item_C01|butter|item_F05|oil|item_B03|item_O04|item_A03|item_B02|item_I02
1848,item_L04|item_I03|item_S01|item_N01|item_M05|item_T02|item_N05|item_D02
1849,item_I02|item_C02|item_L01|cheese
1850,tomato|item_D03|bread|item_K05|item_K01|item_J03|apple|item_T03|item_F01|item_O01
1851,item_R02|item_T02|item_F02|item_T03|item_A03|apple|item_P04|item_B04|item_I04|item_D03
1852,item_H01|item_E05|coffee|item_B01|item_G05
1853,item_A04|item_D02|cheese|item_M02|item_A01
1854,item_B02|item_T04|item_O05
1855,item_M04|item_P03|item_K05|item_P02|item_E01
1856,item_S05|item_R03|item_A01|onion|item_F03|banana|beef|item_E05
1857,item_T03|item_F04|item_G01|item_N02|item_S04
1858,item_C05|pasta|item_J05|item_F04|garlic|item_K02
1859,item_T02|item_M03|garlic|item_F05|item_O01|item_C04|item_M01
1860,fish|item_C04|item_I01|item_Q05|butter|item_A03|item_P05
1861,item_A03|tomato|item_I03|item_T02|butter|item_C01|item_I05|item_L02|item_H01
1862,item_H05|tea|item_G03|item_K03|item_K01|item_R05|yogurt
1863,item_E02|item_O03|orange|item_A04|item_J05|item_G02
1864,item_E03|item_H03|item_B01|item_N01|item_G03|item_I04|item_J01|item_N03|banana|coffee
1865,item_H04|item_F03|salt|beef
1866,cheese|item_A03|item_P05
1867,item_K04|item_N03|item_N05|butter
1868,item_N01|item_C03|item_H04|item_E04|item_O03|banana|eggs
1869,item_N02|oil|item_Q01|item_P01
1870,item_G04|item_D03|item_K02|item_J01|item_A02
1871,coffee|item_C02|item_K02|item_G05|item_B05|fish
1872,apple|item_J04|item_K05|item_H03|orange|item_F05
1873,item_F03|item_S01|juice|item_O04|item_L05|garlic|item_P02|item_F04|item_D02
1874,item_M02|sugar|item_B03|milk|item_T04|bread|item_F05|item_C03|item_T03
1875,item_R03|item_C02|sugar|chips|item_K04|item_C04|item_K05
1876,item_P01|item_F01|item_D03|item_G04|item_O02
1877,item_N03|item_Q04|item_O01|item_Q01|item_F01
1878,item_K03|item_I05|item_R05
1879,item_P05|item_R03|item_L01|apple|orange|item_M04
1880,item_K02|item_F04|sugar
1881,item_Q03|item_T03|item_L05
1882,garlic|item_S03|item_T01|item_N01|item_H02|item_R02|item_D03
1883,item_L01|item_K03|item_J01|item_S01|item_N04|item_F02|apple|item_K05
1884,item_G01|item_M03|item_S04|apple
1885,item_E01|item_M05|item_P05|item_L01|item_Q01|item_A01|item_K03|yogurt|juice|item_N03
1886,cheese|chicken|coffee|item_J03|item_R02|beef|item_I01|item_R03
1887,item_Q01|item_R04|item_L01
1888,item_N02|item_I03|orange|item_S04|item_K03|butter|item_Q03|item_R03|item_F03
1889,item_H04|item_L01|item_D03|item_P04|beef
1890,onion|item_J02|coffee|item_H01|item_E02|item_G01|item_C01|item_A02|item_I04|eggs
1891,item_E03|item_D01|chicken|item_M03|item_I05|item_G04|item_P04|item_R03
1892,item_A02|item_Q05|item_Q03|item_P03|item_E02|butter|item_M01|item_G05|oil
1893,apple|item_P04|pasta|item_M02|item_H03
1894,beef|item_L05|item_F03|item_H02
1895,item_K05|oil|item_O04|item_H01|butter|item_E04|coffee
1896,item_S02|item_B05|item_A02|item_E01|item_D04|garlic|item_R02|item_O02|item_D01|item_K02
1897,item_M01|item_F04|item_F03|item_O03|item_J04|item_L01|item_G01|item_N04|item_E01|banana
1898,item_J04|item_B04|item_S01|pasta|onion|garlic|item_N03
1899,item_N03|tomato|coffee|yogurt|item_S05|item_P02|pasta|item_D05|item_Q03|item_Q01
1900,item_M03|item_F04|salt|item_H02|item_P01|item_H01|item_J04|item_E02|item_Q04|item_F05
1901,item_K02|item_M05|item_T05|salt|item_R05|item_Q01|item_D05|item_S04|item_F02
1902,item_F04|sugar|oil|item_F05|item_C03|item_G02|item_Q03
1903,item_G03|item_O02|item_S01|item_T02
1904,item_D02|item_D03|item_N02|item_K02|item_H02|item_B05|garlic|item_N04
1905,cheese|item_M02|item_K01|item_C04|item_E04|item_S03
1906,item_T02|item_H03|item_E01|item_I04|item_M05
1907,item_I02|item_R05|item_R03|item_B03|item_N03|item_B04|item_T02
1908,item_H04|item_A04|item_N04
1909,item_L03|tea|juice|item_J04|fish|item_Q03|item_H04|item_S05|item_L01
1910,item_A03|item_T03|chips|oil|item_T02|item_D04|item_D02|item_P04
1911,item_S04|item_R03|item_A02|item_I02|item_R04|item_F05
1912,item_L01|fish|item_N03|item_E01|item_H04
1913,apple|item_C02|item_I04|item_J01|item_G03|item_E05|item_T04|item_A02|oil
1914,item_O02|item_P05|item_M04|item_F03|item_P04|item_N05
1915,oil|item_S03|item_M04|item_D01|item_S04|item_Q01|item_E01|item_C04|item_D05
1916,item_S04|item_T05|rice
1917,item_N01|item_J02|item_I02|item_Q05|item_F01|item_S02|item_Q04|item_G01|rice
1918,item_C01|item_Q03|item_J05|item_F02|item_P04
1919,item_L04|item_K05|item_G03|item_Q02
1920,item_J04|chicken|item_R03|item_T01|item_E04|item_F04
1921,onion|item_B04|item_R04|item_N03|item_C03|item_F05|beef|item_I02
1922,item_C03|item_L02|item_N04|item_E01|item_G02|item_S03|sugar
1923,item_H01|item_Q05|item_T02
1924,item_B05|item_A01|item_L01|item_Q03|item_L05|chicken|item_I01|item_O01|item_P03
1925,item_H04|item_L01|item_C03|item_K02|item_H03|item_O05|banana|item_L02
1926,item_F04|item_O04|item_S01|item_F01
1927,garlic|item_T03|item_J02|item_O02|item_N02|item_A02
1928,item_P03|item_Q02|item_T03
1929,item_S04|item_L03|item_R05
1930,item_L04|item_S05|item_E03|item_H04|beef|item_K02|item_H05|item_K01|onion|item_G05
1931,rice|item_L03|item_T03
1932,item_I05|apple|item_N05|item_A05|item_R04|item_L04|rice|item_M04|item_T05|item_J03
1933,item_O03|pasta|item_B03
1934,item_C04|item_P02|item_M01|item_C05|item_T03
1935,item_B02|onion|item_G03|item_B04|item_P04|item_A03|item_J05
1936,item_B02|oil|item_G02|item_H01|item_I05|bread|item_T05|item_D02|pasta|item_J03
1937,item_G01|item_F05|item_A03
1938,item_I02|item_B04|item_L04|item_J01
1939,item_L03|item_H03|banana|item_P03|item_S04|item_G03|milk|item_K03|item_T05|item_M04
1940,milk|item_B02|eggs|item_T01|item_J05|item_A04|item_A05
1941,item_H03|item_K05|item_B05
1942,item_F05|item_Q02|item_Q01|item_G01|item_E01|beef|item_N03|item_T05|item_I02|item_T03
1943,item_D03|item_F04|pasta|item_R02|item_R03
1944,item_F02|item_I05|item_E04
1945,item_S04|item_B04|butter|item_I05|item_M01|item_N01
1946,item_O02|item_S03|item_T05|yogurt|item_T01|item_E02|rice|item_R01|item_H01
1947,item_P02|juice|item_J05|item_R04
1948,item_Q03|item_G01|orange|item_I01|item_K01|item_N02
1949,item_G01|item_P05|item_Q04|item_I01|item_K05|item_G02|item_L05|item_D01
1950,item_I03|item_G04|item_H02|item_K05|item_K03|milk|item_H01
1951,item_C02|item_N01|rice|item_H04|item_M01|apple|item_I02|item_R03
1952,item_I02|item_Q05|tea|item_M01|item_F02|item_A05|salt|item_D04|item_N05|item_G01
1953,item_O05|item_T01|item_L01|item_D03|item_S01|item_I04|item_K02|item_C05|item_E05
1954,item_E03|item_O04|item_N01
1955,item_E01|item_B05|item_P01|item_H02|item_L03|item_I05|item_A04|item_L02
1956,item_L03|item_L01|item_O03|item_O02|item_A05|item_H04|banana|item_D04|item_N05|item_R02
1957,item_K05|item_M04|eggs|item_S05|item_R02
1958,item_R05|item_Q02|item_Q01|item_D02|item_R02|item_F01|item_K03|item_B03|item_I02|item_M02
1959,item_C02|item_H04|item_P01|item_G05|tomato|item_A03|item_B02|oil
1960,item_J01|item_N01|item_L01
1961,item_C03|item_T01|item_B05|item_R01|item_J05|item_P04
1962,item_Q05|salt|item_B01|beef|item_S02|oil
1963,fish|item_D04|item_G05
1964,item_P04|item_S01|item_A01|tomato|item_C01|salt|item_G05
1965,item_F01|item_D05|item_R02|item_G03|sugar
1966,item_P02|item_E02|item_L03|item_D03
1967,item_M03|item_F05|item_H02|item_K05|item_O03|item_A04|item_R04|item_I03
1968,item_H01|onion|item_Q04
1969,item_S03|item_H03|item_I01|item_P05|item_N02|pasta|item_C05
1970,item_Q01|item_D03|item_G02|item_B03
1971,item_F04|item_E02|milk|item_T03|item_E04|item_F05
1972,item_N01|item_M03|item_K03
1973,item_N03|item_D04|item_P03|item_O01
1974,salt|item_I04|item_H04|oil|item_D05|item_H01|item_H02|item_S05|item_O04|item_B03
1975,cheese|item_G04|item_F03
1976,item_K03|item_M01|item_T03|juice|fish
1977,item_A03|item_L05|item_G02|fish|item_O05|item_F02|item_P01|item_E04|item_D02|item_K01
1978,apple|item_N05|item_Q01|item_S03|salt
1979,item_O03|item_T05|item_J04|item_B04|item_E01|item_H05|chips
1980,item_P03|item_L03|item_A05|item_B03|item_K01|item_K05|item_I05
1981,item_F04|item_T04|fish
1982,item_M05|item_B02|chips
1983,item_T05|item_L01|item_K05|item_C03
1984,item_A02|item_C05|item_N04|item_M03|juice|item_O03|item_J02|item_D01|item_R01
1985,item_B05|item_K01|item_H02|item_N03|item_C02|item_T02|item_Q01|item_P03|item_E02|item_J05
1986,item_A02|item_C05|item_Q03|item_O02|rice|item_B01
1987,item_J01|item_M03|item_Q04|fish|item_F02|item_R04
1988,item_M05|item_M04|item_K03|item_R03|item_J03|item_B01|banana|item_R01
1989,item_D01|item_C05|item_G01|item_B03|item_M05|item_I01|chicken|item_R05
1990,item_C03|item_A03|item_E04|item_M05
1991,item_I05|orange|item_T04|item_C05
1992,item_H03|item_L03|item_Q02|item_R05|coffee|item_D01|item_B05|butter|item_C01|item_O05
1993,bread|item_C02|item_S01
1994,item_B05|item_C02|cheese|item_C03|item_O03|item_R03|item_Q01
1995,item_H04|item_E04|juice|item_I02|item_T05|item_K03|item_O01
1996,item_D05|item_P02|tea|yogurt|item_R01|item_T01|item_B03|item_R04|item_G02|item_K02
1997,item_R04|item_B05|item_F04|item_A05|item_C02|item_T04|orange
1998,rice|item_J03|item_I02|item_N05|item_F04|item_P01|butter|item_H05|item_M02
1999,item_M03|item_Q04|item_N01|item_N04|beef|item_J03|item_N02|item_B03|item_M02|item_C01
2000,item_M04|fish|item_F02|item_E04|item_D02|item_L05|item_C04|item_P05|sugar|item_M03
2001,item_D05|item_R02|item_D02|item_K03|item_I04|item_J02|item_D01|item_T04|item_H03
2002,item_L02|item_R03|item_P01|item_P03|item_A04|sugar|item_R05|item_M01|item_T04
2003,item_A04|item_J03|item_R02
2004,salt|item_H01|item_R03|pasta|item_S05|milk|sugar|item_F05|item_P03
2005,item_A04|salt|item_R02|item_G02|tea|item_R04|item_N01
2006,pasta|item_R05|item_I04|tomato
2007,item_I04|chicken|item_J05|item_J03|coffee|item_B02|item_Q03|item_S01
2008,item_O02|item_I04|fish|item_C01|eggs|item_F04|item_M01|item_P04
2009,item_N02|item_L01|item_S02|item_T04|item_E01|item_D04|item_G04|coffee|item_T01
2010,item_S05|item_S04|item_I01|item_I05|item_N04|item_C01
2011,item_A03|coffee|onion|apple|item_G01|item_J02|item_E01
2012,beef|item_S05|fish|item_Q04|item_J04|item_I03|item_H01|item_Q05
2013,item_C05|item_A05|item_P05|item_L03|item_F05|chips|item_K01|item_T02|item_T03
2014,item_J04|item_E04|item_G04|item_F05
2015,salt|item_E03|item_P01|tomato|fish
2016,item_K05|item_D04|item_S02|item_N03|item_O02|item_O03|salt|apple|item_D01|item_B01
2017,item_Q05|item_M01|item_D02|item_C01|item_A05|butter|item_F03|item_D03
2018,eggs|item_C01|item_L01|item_B01|item_C03|item_G03|item_D01
2019,item_K03|item_M03|chicken|bread|item_C04
2020,item_K04|item_F03|item_J03
2021,item_P03|garlic|chips|onion|item_I03|tomato
2022,item_S05|item_A01|item_G01
2023,item_S01|item_J05|item_R01|item_M05|item_E04|item_L05|salt
2024,item_Q01|item_H05|item_H04|item_H02|item_B04|yogurt|butter|item_D01|item_T01|salt
2025,cheese|item_M02|item_J05|item_R04|item_J01|item_O03|item_B03|item_I01
2026,item_G01|item_P02|item_I03|item_S05|item_O01|item_T02|item_Q04
2027,item_I05|item_M03|item_H01|item_J04|salt|bread
2028,item_Q04|item_G03|item_E05
2029,item_S04|item_M01|item_J01|item_T05|item_B04|oil|eggs
2030,chicken|item_S01|beef|item_A05
2031,item_O03|item_G02|item_D03|item_Q03|banana|item_D01|item_L05|item_I03
2032,item_D05|item_O01|item_J03
2033,item_B04|item_E03|item_L04|item_I03|item_A02|apple|item_S02|item_N03|item_C02
2034,tea|item_P04|item_O03|item_B05|item_B02|item_C04
2035,coffee|item_A03|item_P04|item_T01|item_B02|item_Q03
2036,item_M02|item_A03|item_I05|item_O02
2037,item_A05|item_R01|item_C05|item_R04
2038,item_R04|salt|item_Q04
2039,item_Q03|item_P02|item_K04|oil|item_D04|item_A02|item_P03
2040,item_F04|coffee|item_Q02|item_H02|item_P01|item_H01|item_F01|rice
2041,item_R05|item_P03|item_T02|item_E03|item_R02|item_F01|item_P01|item_A01
2042,item_K01|item_Q04|item_O05|item_A04
2043,item_R05|item_R04|item_O04|item_L01|item_C01|item_A01|item_L03
2044,item_H03|item_I02|item_P02|item_L01|item_R02|item_N05|salt|item_C03|butter|item_M03
2045,tea|chicken|item_N02|chips|item_R05|apple|item_I05|item_E03
2046,rice|pasta|item_L05|item_N01|item_F02|item_E04|item_Q02|fish|item_M01
2047,bread|item_E02|item_O03|item_Q03|item_R05|item_P04
2048,item_H04|bread|item_S01|item_H05|item_F03|item_G02|item_F05|item_M05
2049,item_L04|garlic|item_I05|butter|item_R02|item_H02
2050,item_Q05|item_F05|item_R05|oil|item_A01
2051,item_Q03|item_J04|item_N03|banana|item_I03|item_A01|item_H04|item_D05
2052,item_P03|item_O05|apple|item_G01|fish
2053,item_K02|item_D03|item_P04|eggs|item_T05|item_E05|cheese|item_T02
2054,item_E02|item_B02|item_N02|item_K02|item_P05|item_A04|item_P03|item_J03
2055,item_I02|item_D05|item_S04|tea|item_R05|item_G02
2056,item_D02|item_M03|coffee|yogurt|item_O01
2057,item_H01|item_O04|item_B03|garlic|item_P04|item_H05|item_E05|beef
2058,tomato|item_H01|item_I02|item_J05|item_S02|butter|orange
2059,item_T03|pasta|item_L02|salt|item_S02|item_G03|item_F04|item_I03|item_O02
2060,item_M05|item_K05|item_B01|item_H03|item_F01|item_N02
2061,item_O02|item_E05|item_E04|item_R04|item_I01|item_N05|tea|item_E03|item_I03
2062,item_N05|juice|cheese|tea|item_C04|item_R04|item_H04|item_N04|item_M01
2063,item_L04|item_S03|chicken|garlic|item_L05|item_R01|item_G05|fish|item_I03
2064,item_K03|item_B01|item_M01
2065,item_E05|item_N04|chips|item_O03|item_M05|item_M01|item_N03|item_O02|pasta
2066,item_T03|item_J01|chicken|salt|item_L05|item_N02|onion|apple|item_S03
2067,item_C03|item_F01|item_J01|fish|item_O05
2068,item_T02|item_O01|item_F03|cheese|item_I05|item_A02|garlic|item_G02|milk|item_F04
2069,item_B03|item_R03|item_P05|item_F03|item_Q03
2070,item_T03|item_Q02|item_J02|banana|milk|item_C03|item_D01|chicken|item_Q03|fish
2071,item_L04|item_L05|item_H05|item_J01|item_A05|item_T04|item_I05|banana
2072,item_N03|item_S02|item_G04|item_J03|cheese|item_R02|item_O03|item_A01
2073,item_C01|item_L02|item_P02|item_E05|item_H03|item_O03|item_C04|item_N02|milk
2074,item_B05|item_J02|item_T04|item_P03|item_S05|item_P05
2075,item_G02|tea|item_R03|item_O03|item_O01|item_L03|item_H02
2076,tea|yogurt|item_A02|onion|item_A05|cheese
2077,item_E02|yogurt|item_M01|item_D05|rice|item_E03
2078,item_Q05|item_I03|item_E02
2079,eggs|coffee|pasta|item_M04|item_C03
2080,item_E01|item_G05|item_P03|item_M03|item_L04|item_G01|item_Q03
2081,cheese|item_B05|item_T03|item_F05|sugar
2082,salt|item_T02|juice|tomato|item_K04|item_C02
2083,item_D05|item_R03|butter|item_I04|item_N04
2084,item_B01|oil|item_B04|item_J03|item_R02|item_D01
2085,tea|item_K05|item_O03
2086,item_E03|beef|butter|item_B01|pasta|item_M04|item_D04|item_G04
2087,banana|item_P04|item_L03|item_I01|tea|item_D03|item_P02|item_P05|item_H05|item_A01
2088,item_H01|fish|item_F04
2089,item_Q04|item_L02|bread|item_L03|salt
2090,item_B02|item_E04|item_G02|item_M01|item_T04|item_O02|item_H04|item_M04|item_C02|item_D04
2091,item_N05|item_P03|item_M02|item_B02|rice|salt|item_K03|item_H01|item_A04
2092,item_D04|item_E02|item_I03|item_I02|item_A04|item_B01
2093,item_N05|item_B03|item_C05|beef|item_K02|item_A02|item_J05|item_P02
2094,item_A02|item_N05|item_F01|apple|item_T05|item_H04|item_M05|item_F05|item_J02|item_C03
2095,item_A03|item_C05|item_B03
2096,item_L01|item_D05|chicken|item_P01|item_E01|item_R03|item_T01
2097,bread|item_R01|item_G03|item_O05|juice|item_H02|item_B04
2098,item_O03|item_T02|item_O05|item_K01|item_S03
2099,pasta|item_F01|item_D04|coffee
2100,item_M05|garlic|item_M02|orange|item_H04|item_Q02|salt|item_F05|item_P02|item_A03
2101,item_O05|butter|item_J03
2102,pasta|item_D03|item_F01|bread|item_L04
2103,juice|item_G02|item_A03
2104,item_F02|item_K04|butter|milk|item_K01|item_J03|item_C03|item_I01
2105,rice|item_O03|item_E02|salt
2106,item_H05|item_K02|item_L04|item_P01|item_C03|item_Q04|item_Q05|item_P03
2107,onion|item_D03|item_C03
2108,item_L02|banana|item_C03
2109,item_H01|item_B04|item_R05|item_O03|item_E01|item_J04
2110,item_L01|tomato|item_G02|orange|sugar
2111,milk|item_R02|item_A03|item_R04|item_E03|item_R01|rice
2112,item_A01|item_G05|item_L04|beef|item_C01|item_H03|item_C02
2113,item_D03|garlic|pasta|item_K01
2114,item_M02|item_C05|item_D01
2115,item_L05|orange|item_F03|item_D02|onion|item_R05|item_D05|oil|item_L01|item_G05
2116,item_H01|sugar|item_C04|rice|item_D02|item_J01|item_D05|item_E04
2117,item_D03|sugar|item_O02|item_H04|chips
2118,tomato|eggs|item_P05|item_O01|item_E02
2119,item_P01|item_P02|item_I02|item_E03|item_T02|item_H05|item_M01
2120,item_H05|item_B02|item_H03|beef|item_D01
2121,eggs|item_Q05|item_D05|item_M03|item_A04
2122,item_G02|item_O05|item_P03|item_M01
2123,item_E05|item_H04|item_I03|item_C03|item_G04|item_J03|cheese|item_Q03|beef
2124,item_B04|item_P02|coffee|item_B01|item_L03
2125,item_K05|item_T01|butter|item_H03|item_P01|tea|item_J01|item_K03
2126,item_R03|item_T02|item_K02
2127,item_I04|item_K01|item_C02|item_T05|item_K05|item_G05
2128,item_J02|item_N03|item_B04|item_L04|item_D05|item_P04|bread
2129,item_O02|apple|item_M03|item_S01
2130,item_A05|item_R05|item_J01|bread|item_N01|item_K02
2131,item_B01|item_T05|item_G03
2132,item_K02|item_L03|item_P04|item_F03|item_B02|item_T04|item_S02|orange
2133,item_H04|item_J01|item_J05|orange
2134,oil|item_G03|item_F02
2135,item_L01|item_I05|oil|item_B03|bread|item_J02|item_F02|item_A02|item_F03|item_G02
2136,item_I02|eggs|item_J01|sugar|oil|item_P02|item_O04|chips
2137,item_J04|item_T05|rice|item_T03
2138,item_Q01|rice|item_E02|item_S01|tea|item_S05|tomato
2139,item_D01|onion|butter|item_P01|coffee|bread|item_A01|eggs|item_F05|item_N05
